id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-7935,2024-04-13,000001,Vente,12000,9041,,RUE D ABOUKIR,0030,02100,02691,Saint-Quentin,02,,,02691000CW0032,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,127,3.268326,49.84352
2024-7936,2024-03-29,000001,Vente,900,,,LES PRES DE LA VALLEE GRAN,B155,02270,02306,La Ferté-Chevresis,02,,,02306000ZD0042,,,,,,,,,,,,,0,,,,,T,terres,,,825,3.583871,49.754397
2024-7937,2024-03-29,000001,Vente,65000,16,,RUE MARECHAL FOCH,0065,02610,02532,Moÿ-de-l'Aisne,02,,,025320000A0473,,,,,,,,,,,,,0,1,Maison,88,4,S,sols,,,248,3.359195,49.753974
2024-7937,2024-03-29,000001,Vente,65000,16,,RUE MARECHAL FOCH,0065,02610,02532,Moÿ-de-l'Aisne,02,,,025320000A0473,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,248,3.359195,49.753974
2024-7937,2024-03-29,000001,Vente,65000,,,LA BOVE,B009,02610,02532,Moÿ-de-l'Aisne,02,,,025320000A0474,,,,,,,,,,,,,0,,,,,J,jardins,,,12,3.35918,49.75384
2024-7938,2024-04-12,000001,Vente,45000,7,,RUE DEBARLE,0065,02130,02305,Fère-en-Tardenois,02,,,02305000AM0141,,,,,,,,,,,,,0,1,Maison,70,4,S,sols,,,81,3.512177,49.201507
2024-7939,2024-03-25,000001,Vente,185000,17,,RUE DE L EGLISE,0003,02290,02672,Saint-Bandry,02,,,02672000AB0201,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,810,3.168559,49.371644
2024-7939,2024-03-25,000001,Vente,185000,17,,RUE DE L EGLISE,0003,02290,02672,Saint-Bandry,02,,,02672000AB0201,,,,,,,,,,,,,0,1,Maison,150,4,S,sols,,,810,3.168559,49.371644
2024-7939,2024-03-25,000001,Vente,185000,17,,RUE DE L EGLISE,0003,02290,02672,Saint-Bandry,02,,,02672000AB0201,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,810,3.168559,49.371644
2024-7939,2024-03-25,000001,Vente,185000,17,,RUE DE L EGLISE,0003,02290,02672,Saint-Bandry,02,,,02672000AB0201,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,810,3.168559,49.371644
2024-7939,2024-03-25,000001,Vente,185000,17,,RUE DE L EGLISE,0003,02290,02672,Saint-Bandry,02,,,02672000AB0201,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,810,3.168559,49.371644
2024-7939,2024-03-25,000001,Vente,185000,,,LE VILLAGE,B052,02290,02672,Saint-Bandry,02,,,02672000AB0202,,,,,,,,,,,,,0,,,,,J,jardins,,,1072,3.168538,49.371806
2024-7940,2024-04-04,000001,Vente,14550.75,,,LE BUISSON DU PIEGE,B011,02390,02503,Mont-d'Origny,02,,,02503000ZL0023,,,,,,,,,,,,,0,,,,,T,terres,,,19401,3.520791,49.858028
2024-7941,2024-03-29,000001,Vente,723532,,,SOUS LE BOIS GERMAIN,B088,02210,02192,Chouy,02,,,02192000ZH0001,,,,,,,,,,,,,0,,,,,P,prés,,,13620,3.272606,49.211351
2024-7941,2024-03-29,000001,Vente,723532,,,LE BOIS GERMAIN,B008,02210,02192,Chouy,02,,,02192000ZH0013,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3577,3.270035,49.212488
2024-7941,2024-03-29,000001,Vente,723532,,,LE BOIS GERMAIN,B008,02210,02192,Chouy,02,,,02192000ZH0015,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3905,3.270574,49.211724
2024-7941,2024-03-29,000001,Vente,723532,,,LA GRANGE,B055,02210,02192,Chouy,02,,,02192000ZI0072,,,,,,,,,,,,,0,,,,,S,sols,,,1000,,
2024-7941,2024-03-29,000001,Vente,723532,,,LA GRANGE,B055,02210,02192,Chouy,02,,,02192000ZI0072,,,,,,,,,,,,,0,,,,,T,terres,,,56391,,
2024-7941,2024-03-29,000001,Vente,723532,,,LA PLANASSE,B074,02210,02192,Chouy,02,,,02192000ZK0007,,,,,,,,,,,,,0,,,,,T,terres,,,11631,3.26331,49.211809
2024-7941,2024-03-29,000001,Vente,723532,,,LA PLANASSE,B074,02210,02192,Chouy,02,,,02192000ZK0007,,,,,,,,,,,,,0,,,,,T,terres,,,23262,3.26331,49.211809
2024-7941,2024-03-29,000001,Vente,723532,,,LA PLANASSE,B074,02210,02192,Chouy,02,,,02192000ZK0007,,,,,,,,,,,,,0,,,,,T,terres,,,38769,3.26331,49.211809
2024-7941,2024-03-29,000001,Vente,723532,,,LA PLANASSE,B074,02210,02192,Chouy,02,,,02192000ZK0007,,,,,,,,,,,,,0,,,,,P,prés,,,57732,3.26331,49.211809
2024-7941,2024-03-29,000001,Vente,723532,,,LA PLANASSE,B074,02210,02192,Chouy,02,,,02192000ZK0007,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,8208,3.26331,49.211809
2024-7941,2024-03-29,000001,Vente,723532,,,LA PLANASSE,B074,02210,02192,Chouy,02,,,02192000ZK0007,,,,,,,,,,,,,0,,,,,T,terres,,,14400,3.26331,49.211809
2024-7941,2024-03-29,000001,Vente,723532,,,LA PLANASSE,B074,02210,02192,Chouy,02,,,02192000ZK0007,,,,,,,,,,,,,0,,,,,T,terres,,,20239,3.26331,49.211809
2024-7941,2024-03-29,000001,Vente,723532,,,LA PLANASSE,B074,02210,02192,Chouy,02,,,02192000ZK0007,,,,,,,,,,,,,0,,,,,T,terres,,,60717,3.26331,49.211809
2024-7941,2024-03-29,000001,Vente,723532,,,LA PLANASSE,B074,02210,02192,Chouy,02,,,02192000ZK0007,,,,,,,,,,,,,0,,,,,T,terres,,,121434,3.26331,49.211809
2024-7941,2024-03-29,000001,Vente,723532,,,LA PLANASSE,B074,02210,02192,Chouy,02,,,02192000ZK0007,,,,,,,,,,,,,0,,,,,T,terres,,,202391,3.26331,49.211809
2024-7941,2024-03-29,000001,Vente,723532,,,LA PLANASSE,B074,02210,02192,Chouy,02,,,02192000ZK0007,,,,,,,,,,,,,0,,,,,T,terres,,,3877,3.26331,49.211809
2024-7941,2024-03-29,000001,Vente,723532,,,CHAMP DUVAL,B011,02210,02192,Chouy,02,,,02192000ZL0002,,,,,,,,,,,,,0,,,,,T,terres,,,25650,3.266988,49.196579
2024-7941,2024-03-29,000001,Vente,723532,,,CHAMP DUVAL,B011,02210,02192,Chouy,02,,,02192000ZL0004,,,,,,,,,,,,,0,,,,,T,terres,,,3020,3.266696,49.199118
2024-7941,2024-03-29,000001,Vente,723532,,,CHAMP DUVAL,B011,02210,02192,Chouy,02,,,02192000ZL0005,,,,,,,,,,,,,0,,,,,T,terres,,,25850,3.265291,49.197875
2024-7941,2024-03-29,000001,Vente,723532,,,CHAMP DUVAL,B011,02210,02192,Chouy,02,,,02192000ZL0005,,,,,,,,,,,,,0,,,,,T,terres,,,25850,3.265291,49.197875
2024-7941,2024-03-29,000001,Vente,723532,,,LES SOLLONS,B087,02210,02192,Chouy,02,,,02192000ZM0019,,,,,,,,,,,,,0,,,,,T,terres,,,13631,3.250307,49.202947
2024-7941,2024-03-29,000001,Vente,723532,,,LES SOLLONS,B087,02210,02192,Chouy,02,,,02192000ZM0019,,,,,,,,,,,,,0,,,,,L,landes,,,889,3.250307,49.202947
2024-7941,2024-03-29,000001,Vente,723532,,,LES SOLLONS,B087,02210,02192,Chouy,02,,,02192000ZM0022,,,,,,,,,,,,,0,,,,,L,landes,,,536,3.253011,49.202909
2024-7941,2024-03-29,000001,Vente,723532,,,LES SOLLONS,B087,02210,02192,Chouy,02,,,02192000ZM0022,,,,,,,,,,,,,0,,,,,T,terres,,,3393,3.253011,49.202909
2024-7941,2024-03-29,000001,Vente,723532,,,LES SOLLONS,B087,02210,02192,Chouy,02,,,02192000ZM0022,,,,,,,,,,,,,0,,,,,L,landes,,,4207,3.253011,49.202909
2024-7941,2024-03-29,000001,Vente,723532,,,LES SOLLONS,B087,02210,02192,Chouy,02,,,02192000ZM0022,,,,,,,,,,,,,0,,,,,T,terres,,,10854,3.253011,49.202909
2024-7941,2024-03-29,000001,Vente,723532,,,LES SOLLONS,B087,02210,02192,Chouy,02,,,02192000ZM0023,,,,,,,,,,,,,0,,,,,T,terres,,,1250,3.254599,49.202617
2024-7941,2024-03-29,000001,Vente,723532,,,CHEMIN DE BOUZANLEUX,B014,02210,02192,Chouy,02,,,02192000ZO0004,,,,,,,,,,,,,0,,,,,T,terres,,,68710,3.227389,49.199498
2024-7941,2024-03-29,000001,Vente,723532,,,LE FOND DE CHOUY,B019,02600,02557,Noroy-sur-Ourcq,02,,,02557000ZA0002,,,,,,,,,,,,,0,,,,,T,terres,,,270,3.225134,49.200305
2024-7942,2024-04-04,000001,Vente,126700,8,,RUE DE LA FOSSE AUX LIONS,0040,02370,02620,Presles-et-Boves,02,,,02620000ZI0076,,,,,,,,,,,,,0,1,Maison,73,4,S,sols,,,907,3.555711,49.395456
2024-7943,2024-04-16,000001,Vente,90000,24,,RUE JEAN MERMOZ,3090,02100,02691,Saint-Quentin,02,,,02691000BE0357,,,,,,,,,,,,,0,1,Maison,83,5,S,sols,,,276,3.270663,49.844803
2024-7943,2024-04-16,000001,Vente,90000,24,,RUE JEAN MERMOZ,3090,02100,02691,Saint-Quentin,02,,,02691000BE0357,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,276,3.270663,49.844803
2024-7944,2024-03-28,000001,Vente,20000,16,,RUE DU CALVAIRE,0020,02300,02086,Bichancourt,02,,,02086000AB0095,,,,,,,,,,,,,0,1,Maison,76,4,S,sols,,,697,3.216422,49.579664
2024-7944,2024-03-28,000001,Vente,20000,,,LE VILLAGE,B101,02300,02086,Bichancourt,02,,,02086000ZB0095,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1840,3.216465,49.580056
2024-7945,2024-04-09,000001,Vente,107700,9,,RUE DE LAON,0042,02350,02353,Grandlup-et-Fay,02,,,02353000AB0236,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,179,3.736168,49.656687
2024-7945,2024-04-09,000001,Vente,107700,9,,RUE DE LAON,0042,02350,02353,Grandlup-et-Fay,02,,,02353000AB0236,,,,,,,,,,,,,0,1,Maison,92,4,S,sols,,,179,3.736168,49.656687
2024-7945,2024-04-09,000001,Vente,107700,,,LE VILLAGE,B062,02350,02353,Grandlup-et-Fay,02,,,02353000AB0239,,,,,,,,,,,,,0,,,,,J,jardins,,,451,3.736218,49.656518
2024-7946,2024-03-28,000001,Vente,1866,,,LES AMBLOYS,B001,02300,02461,Marest-Dampcourt,02,,,02461000AI0078,,,,,,,,,,,,,0,,,,,L,landes,,,1555,3.175184,49.585014
2024-7947,2024-04-16,000001,Vente,1000,,,LES PATURES DU BOIS VENET,B060,02300,02754,Ugny-le-Gay,02,,,02754000ZC0149,,,,,,,,,,,,,0,,,,,BP,peupleraies,,,943,3.141691,49.658068
2024-7948,2024-04-15,000002,Vente,300,,,LE VILLAGE,B040,02700,02262,Deuillet,02,,,02262000AB0105,,,,,,,,,,,,,0,,,,,J,jardins,,,15,3.36101,49.629543
2024-7948,2024-04-15,000002,Vente,300,,,LE VILLAGE,B040,02700,02262,Deuillet,02,,,02262000AB0107,,,,,,,,,,,,,0,,,,,J,jardins,,,1,3.361211,49.629494
2024-7948,2024-04-15,000002,Vente,300,4,,RTE DE SAINT GOBAIN,0051,02700,02262,Deuillet,02,,,02262000AB0209,,,,,,,,,,,,,0,,,,,S,sols,,,71,3.361122,49.629527
2024-7949,2024-04-12,000001,Vente,111000,11,B,RUE DE LA CHESNEE,0030,02220,02520,Mont-Notre-Dame,02,,,02520000AD0188,,,,,,,,,,,,,0,1,Maison,80,3,S,sols,,,265,3.581446,49.292272
2024-7950,2024-04-11,000001,Vente,68000,18,,RUE ARNAUD BISSON,0340,02100,02691,Saint-Quentin,02,,,02691000AK0252,,,,,,,,,,,,,0,1,Maison,85,5,S,sols,,,91,3.281825,49.846771
2024-7951,2024-03-29,000002,Vente,3280,,,LE VILLAGE,B032,02440,02199,Clastres,02,,,021990000B0998,,,,,,,,,,,,,0,,,,,J,jardins,,,656,3.233818,49.744282
2024-7952,2024-04-09,000001,Vente,45500,2,,RUE D ILE DE FRANCE,0025,02680,02359,Grugies,02,,,023590000A0066,,,18,40.05,91,,92,,,,,,3,3,Dépendance,,0,,,,,,3.262735,49.813522
2024-7952,2024-04-09,000001,Vente,45500,2,,RUE D ILE DE FRANCE,0025,02680,02359,Grugies,02,,,023590000A0066,,,18,40.05,91,,92,,,,,,3,3,Dépendance,,0,,,,,,3.262735,49.813522
2024-7952,2024-04-09,000001,Vente,45500,2,,RUE D ILE DE FRANCE,0025,02680,02359,Grugies,02,,,023590000A0066,,,18,40.05,91,,92,,,,,,3,2,Appartement,38,2,,,,,,3.262735,49.813522
2024-7953,2024-04-05,000001,Vente,60000,12,,RUE DU POLYGONE,0127,02800,02165,Charmes,02,,,02165000AH0139,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,294,3.38643,49.662535
2024-7953,2024-04-05,000001,Vente,60000,12,,RUE DU POLYGONE,0127,02800,02165,Charmes,02,,,02165000AH0139,,,,,,,,,,,,,0,1,Maison,150,6,S,sols,,,294,3.38643,49.662535
2024-7953,2024-04-05,000001,Vente,60000,14,,RUE DU POLYGONE,0127,02800,02165,Charmes,02,,,02165000AH0141,,,,,,,,,,,,,0,,,,,S,sols,,,319,3.386448,49.662477
2024-7954,2024-04-12,000001,Vente,85600,4,,RUE SAINT PRECORD,0335,02370,02758,Vailly-sur-Aisne,02,,,02758000AA0055,,,,,,,,,,,,,0,1,Maison,65,2,S,sols,,,294,3.519435,49.411806
2024-7955,2024-04-06,000001,Vente,67000,4,,RUE DE MADAGASCAR,3670,02100,02691,Saint-Quentin,02,,,02691000BZ0063,,,,,,,,,,,,,0,1,Maison,76,4,S,sols,,,74,3.302471,49.837038
2024-7956,2024-03-18,000001,Vente,80000,27,,RUE DE LA PISCINE,0053,02340,02160,Chaourse,02,,,021600000C1440,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,865,4.002592,49.696746
2024-7956,2024-03-18,000001,Vente,80000,27,,RUE DE LA PISCINE,0053,02340,02160,Chaourse,02,,,021600000C1440,,,,,,,,,,,,,0,1,Maison,84,6,S,sols,,,865,4.002592,49.696746
2024-7956,2024-03-18,000001,Vente,80000,,,LES REAULETS,B122,02340,02160,Chaourse,02,,,021600000C1518,,,,,,,,,,,,,0,,,,,L,landes,,,155,4.002771,49.696912
2024-7956,2024-03-18,000001,Vente,80000,,,AU DSU DU CHEM DE MONTCORN,B046,02340,02160,Chaourse,02,,,021600000C1627,,,,,,,,,,,,,0,,,,,L,landes,,,70,4.002908,49.696847
2024-7956,2024-03-18,000001,Vente,80000,,,AU DSU DU CHEM DE MONTCORN,B046,02340,02160,Chaourse,02,,,021600000C1632,,,,,,,,,,,,,0,,,,,J,jardins,,,299,4.00284,49.696686
2024-7957,2024-04-02,000001,Vente,1056,,,LES ARROYOTS,B002,02300,02001,Abbécourt,02,,,02001000ZK0006,,,,,,,,,,,,,0,,,,,BP,peupleraies,,,1469,3.171058,49.591192
2024-7958,2024-04-15,000001,Vente,125000,22,,RUE GAMBETTA,0045,02610,02532,Moÿ-de-l'Aisne,02,,,025320000A0435,,,,,,,,,,,,,0,1,Maison,84,4,S,sols,,,564,3.360415,49.75511
2024-7958,2024-04-15,000001,Vente,125000,22,,RUE GAMBETTA,0045,02610,02532,Moÿ-de-l'Aisne,02,,,025320000A0435,,,,,,,,,,,,,0,1,Maison,84,4,PA,pâtures,,,1129,3.360415,49.75511
2024-7959,2024-04-03,000001,Vente,1,,,LE VILLAGE,B073,02610,02532,Moÿ-de-l'Aisne,02,,,025320000A0580,,,,,,,,,,,,,0,,,,,PA,pâtures,,,1878,3.35952,49.751644
2024-7960,2024-04-03,000001,Vente,16120,,,LE VILLAGE,B073,02610,02532,Moÿ-de-l'Aisne,02,,,025320000A0256,,,,,,,,,,,,,0,,,,,J,jardins,,,888,3.360479,49.752191
2024-7960,2024-04-03,000001,Vente,16120,,,LE VILLAGE,B073,02610,02532,Moÿ-de-l'Aisne,02,,,025320000A0257,,,,,,,,,,,,,0,,,,,J,jardins,,,724,3.360636,49.752058
2024-7961,2024-03-22,000001,Vente,2800,,,LA JUSTICE,B089,02340,02160,Chaourse,02,,,021600000B0518,,,,,,,,,,,,,0,,,,,T,terres,,,3380,4.003446,49.723123
2024-7962,2024-03-21,000001,Vente,127000,20,,GR GRAND RUE,0030,02320,02153,Cessières-Suzy,02,,,02153000AB0119,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,417,3.496681,49.558015
2024-7962,2024-03-21,000001,Vente,127000,20,,GR GRAND RUE,0030,02320,02153,Cessières-Suzy,02,,,02153000AB0119,,,,,,,,,,,,,0,1,Maison,100,4,S,sols,,,417,3.496681,49.558015
2024-7963,2024-04-03,000001,Vente,68220,,,LE VILLAGE,B073,02610,02532,Moÿ-de-l'Aisne,02,,,025320000A0623,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,769,3.360845,49.752479
2024-7963,2024-04-03,000001,Vente,68220,,,RUE CLEMENCEAU,0025,02610,02532,Moÿ-de-l'Aisne,02,,,025320000A0745,,,,,,,,,,,,,0,,,,,S,sols,,,1466,3.36055,49.75251
2024-7963,2024-04-03,000001,Vente,68220,,,LE VILLAGE,B073,02610,02532,Moÿ-de-l'Aisne,02,,,025320000A0750,,,,,,,,,,,,,0,,,,,PA,pâtures,,,4587,3.360077,49.752323
2024-7964,2024-04-17,000001,Vente,187000,2,B,RUE DU MARAIS,0115,02880,02245,Cuffies,02,,,022450000B0677,,,,,,,,,,,,,0,1,Maison,106,5,S,sols,,,880,3.322385,49.402733
2024-7964,2024-04-17,000001,Vente,187000,2,B,RUE DU MARAIS,0115,02880,02245,Cuffies,02,,,022450000B0677,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,880,3.322385,49.402733
2024-7965,2024-01-03,000001,Vente,150303.44,2,,RUE BERNADETTE MANDEL,0002,02400,02099,Bonnesvalyn,02,,,020990000C0728,,,,,,,,,,,,,0,1,Maison,74,3,S,sols,,,695,3.317978,49.121352
2024-7966,2024-04-08,000001,Vente,12500,,,MONTPLAISIR,B043,02210,02119,Brécy,02,,,021190000B0694,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,7352,3.435925,49.131395
2024-7966,2024-04-08,000001,Vente,12500,,,MONTPLAISIR,B043,02210,02119,Brécy,02,,,021190000B0695,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3808,3.436207,49.130798
2024-7966,2024-04-08,000001,Vente,12500,,,VIGNES DE CHAMP FLEUR,B119,02210,02203,Coincy,02,,,022030000E0159,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,375,3.445624,49.165559
2024-7967,2024-04-05,000001,Vente,243000,7,,RUE DU PIPET,0075,02310,02521,Montreuil-aux-Lions,02,,,025210000C0527,,,,,,,,,,,,,0,1,Maison,120,6,S,sols,,,577,3.197641,49.022478
2024-7968,2024-04-12,000001,Vente,3000,,,BOURG,B008,02300,02093,Blérancourt,02,,,020930000A0682,,,,,,,,,,,,,0,,,,,S,sols,,,128,3.152386,49.515492
2024-7969,2024-04-04,000001,Vente,91750,12,,RUE DE L EGLISE,B036,02800,02016,Andelain,02,,,020160000B0351,,,,,,,,,,,,,0,1,Maison,113,5,S,sols,,,1000,3.36917,49.63989
2024-7970,2024-03-26,000001,Vente,120000,19,,RUE SAINT EXUPERY,1990,02200,02722,Soissons,02,,,02722000BM0006,,,,,,,,,,,,,0,1,Maison,70,5,S,sols,,,132,3.29907,49.382829
2024-7970,2024-03-26,000001,Vente,120000,19,,RUE SAINT EXUPERY,1990,02200,02722,Soissons,02,,,02722000BM0006,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,132,3.29907,49.382829
2024-7970,2024-03-26,000001,Vente,120000,19,,RUE SAINT EXUPERY,1990,02200,02722,Soissons,02,,,02722000BM0006,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,POTAG,Jardin potager,314,3.29907,49.382829
2024-7970,2024-03-26,000001,Vente,120000,19,,RUE SAINT EXUPERY,1990,02200,02722,Soissons,02,,,02722000BM0006,,,,,,,,,,,,,0,1,Maison,70,5,J,jardins,POTAG,Jardin potager,314,3.29907,49.382829
2024-7971,2024-03-29,000001,Vente,45000,6,,RUE PIERRE BROSSOLETTE,0131,02320,02018,Anizy-le-Grand,02,,,02018000AA0021,,,,,,,,,,,,,0,1,Maison,48,2,S,sols,,,1027,3.449978,49.510146
2024-7972,2024-03-25,000001,Vente,152000,90,,RUE DU PARADIS,1550,02200,02722,Soissons,02,,,02722000BL0002,,,,,,,,,,,,,0,1,Maison,110,3,S,sols,,,662,3.306523,49.382791
2024-7972,2024-03-25,000001,Vente,152000,90,,RUE DU PARADIS,1550,02200,02722,Soissons,02,,,02722000BL0002,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,662,3.306523,49.382791
2024-7972,2024-03-25,000001,Vente,152000,90,,RUE DU PARADIS,1550,02200,02722,Soissons,02,,,02722000BL0002,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,662,3.306523,49.382791
2024-7973,2024-03-27,000001,Vente,101800,15,,RUE DE RIVIERE,0130,02290,02795,Vic-sur-Aisne,02,,,02795000AC0094,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,675,3.119307,49.406855
2024-7973,2024-03-27,000001,Vente,101800,15,,RUE DE RIVIERE,0130,02290,02795,Vic-sur-Aisne,02,,,02795000AC0094,,,,,,,,,,,,,0,1,Maison,75,5,S,sols,,,675,3.119307,49.406855
2024-7973,2024-03-27,000001,Vente,101800,15,,RUE DE RIVIERE,0130,02290,02795,Vic-sur-Aisne,02,,,02795000AC0094,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,675,3.119307,49.406855
2024-7974,2024-04-18,000001,Vente,3000,,,LES PENTES DE FAET,B103,02330,02053,Vallées en Champagne,02,,,02053000AO0102,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1506,3.619814,48.977409
2024-7974,2024-04-18,000001,Vente,3000,,,LES PENTES DE FAET,B103,02330,02053,Vallées en Champagne,02,,,02053000AO0361,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,666,3.62297,48.978086
2024-7974,2024-04-18,000001,Vente,3000,,,LA BRUSSERIE,B010,02330,02053,Vallées en Champagne,02,,,02053000ZE0045,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,164,3.624824,48.991857
2024-7975,2024-04-15,000001,Vente,78500,,,LA FOSSE MARCOU,B093,02830,02684,Saint-Michel,02,,,02684000ZN0139,,,,,,,,,,,,,0,,,,,S,sols,,,1516,4.1652,49.90604
2024-7975,2024-04-15,000001,Vente,78500,,,LA FOSSE MARCOU,B093,02830,02684,Saint-Michel,02,,,02684000ZN0139,,,,,,,,,,,,,0,,,,,PA,pâtures,,,6115,4.1652,49.90604
2024-7975,2024-04-15,000001,Vente,78500,,,LA FOSSE MARCOU,B093,02830,02684,Saint-Michel,02,,,02684000ZN0144,,,,,,,,,,,,,0,,,,,S,sols,,,25,4.165668,49.905926
2024-7976,2024-03-26,000001,Vente,145600,,,LES PLANTES,B053,02200,02564,Noyant-et-Aconin,02,,,02564000AB0029,,,,,,,,,,,,,0,,,,,J,jardins,,,233,3.33973,49.333566
2024-7976,2024-03-26,000001,Vente,145600,11,,RUE DE LA MONTAGNE NOYANT ET A,0009,02200,02564,Noyant-et-Aconin,02,,,02564000AB0049,,,,,,,,,,,,,0,1,Maison,75,4,S,sols,,,588,3.339847,49.333263
2024-7977,2024-04-16,000001,Vente,218000,,,LA SENTE DU DEBOUT,B065,02600,02267,Dommiers,02,,,022670000B0325,,,,,,,,,,,,,0,,,,,J,jardins,,,1030,3.205912,49.325974
2024-7977,2024-04-16,000001,Vente,218000,77,,RUE DE LA FONTAINE DES HUTINS,0035,02600,02267,Dommiers,02,,,022670000B0326,,,,,,,,,,,,,0,1,Maison,125,4,S,sols,,,435,3.205666,49.326271
2024-7977,2024-04-16,000001,Vente,218000,77,,RUE DE LA FONTAINE DES HUTINS,0035,02600,02267,Dommiers,02,,,022670000B0326,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,435,3.205666,49.326271
2024-7977,2024-04-16,000001,Vente,218000,77,,RUE DE LA FONTAINE DES HUTINS,0035,02600,02267,Dommiers,02,,,022670000B0326,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,435,3.205666,49.326271
2024-7977,2024-04-16,000001,Vente,218000,,,LA SENTE DU DEBOUT,B065,02600,02267,Dommiers,02,,,022670000B0327,,,,,,,,,,,,,0,,,,,J,jardins,,,1480,3.205658,49.326027
2024-7978,2024-03-26,000001,Vente,70000,20,,RUE LUC LEFEVRE,0930,02300,02173,Chauny,02,,,02173000AZ0294,,,,,,,,,,,,,0,1,Maison,75,4,S,sols,,,186,3.211155,49.622392
2024-7979,2024-03-27,000001,Vente,64419,8,,RUE DES ARTISANS,0003,02210,02272,Droizy,02,,,022720000B0674,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,133,3.391607,49.276977
2024-7979,2024-03-27,000001,Vente,64419,8,,RUE DES ARTISANS,0003,02210,02272,Droizy,02,,,022720000B0674,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,133,3.391607,49.276977
2024-7979,2024-03-27,000001,Vente,64419,8,,RUE DES ARTISANS,0003,02210,02272,Droizy,02,,,022720000B0674,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,133,3.391607,49.276977
2024-7979,2024-03-27,000001,Vente,64419,,,LE VILLAGE,B042,02210,02272,Droizy,02,,,022720000B0679,,,,,,,,,,,,,0,,,,,S,sols,,,29,3.391384,49.276864
2024-7979,2024-03-27,000001,Vente,64419,5,,RUE DES ARTISANS,0003,02210,02272,Droizy,02,,,022720000B0696,,,,,,,,,,,,,0,1,Maison,94,2,S,sols,,,646,3.391485,49.276773
2024-7980,2024-03-28,000001,Vente,146000,2,B,RUE JEAN DELAPLACE,1082,02200,02722,Soissons,02,,,02722000AZ0178,,,14,79.97,,,,,,,,,1,1,Maison,81,4,,,,,,3.320225,49.366939
2024-7981,2024-03-27,000001,Vente,224000,7,B,SEN DES PATARDS,0380,02200,02064,Belleu,02,,,02064000AI0262,,,,,,,,,,,,,0,1,Maison,108,4,S,sols,,,868,3.333963,49.357474
2024-7982,2024-03-27,000001,Vente,268500,17,,RUE DU CHEMIN VERT,0445,02200,02722,Soissons,02,,,02722000BC0323,,,,,,,,,,,,,0,1,Maison,112,5,S,sols,,,699,3.317187,49.370177
2024-7982,2024-03-27,000001,Vente,268500,17,,RUE DU CHEMIN VERT,0445,02200,02722,Soissons,02,,,02722000BC0323,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,699,3.317187,49.370177
2024-7983,2024-03-25,000001,Vente,77000,126,,RUE DE LA NEUVILLE,0095,02360,02666,Rozoy-sur-Serre,02,,,02666000AB0368,,,,,,,,,,,,,0,1,Maison,125,5,S,sols,,,600,4.12424,49.709486
